Fecha,Pacientes,Positivos,En_estudio
21/10/2020,411,272,139
21/10/2020,88,69,19
22/10/2020,140,79,61
22/10/2020,83,38,45
22/10/2020,29,12,17
22/10/2020,418,275,143
22/10/2020,91,74,17
23/10/2020,134,86,48
23/10/2020,83,54,29
23/10/2020,30,10,20
23/10/2020,414,289,125
23/10/2020,99,79,20
24/10/2020,136,87,49
24/10/2020,87,53,34
24/10/2020,34,9,25
24/10/2020,411,287,124
24/10/2020,0,0,0
25/10/2020,138,92,46
25/10/2020,87,48,39
25/10/2020,32,5,27
25/10/2020,398,275,123
25/10/2020,0,0,0
26/10/2020,151,97,54
26/10/2020,94,48,46
26/10/2020,0,0,0
26/10/2020,392,242,150
26/10/2020,106,83,23
27/10/2020,142,97,45
27/10/2020,103,50,53
27/10/2020,33,8,25
27/10/2020,410,256,154
27/10/2020,105,79,26
28/10/2020,139,99,40
28/10/2020,100,66,34
28/10/2020,36,7,29
28/10/2020,408,252,156
28/10/2020,74,60,14
29/10/2020,140,99,41
29/10/2020,93,63,30
29/10/2020,35,9,26
29/10/2020,397,248,149
29/10/2020,101,81,20
30/10/2020,124,96,28
30/10/2020,93,68,25
30/10/2020,30,13,17
30/10/2020,389,267,122
30/10/2020,101,86,17
31/10/2020,132,99,33
31/10/2020,94,69,25
31/10/2020,28,11,17
31/10/2020,382,244,138
31/10/2020,94,83,11
01/11/2020,129,97,32
01/11/2020,92,65,27
01/11/2020,28,14,14
01/11/2020,390,245,145
01/11/2020,72,66,6
02/11/2020,128,94,34
02/11/2020,89,58,31
02/11/2020,30,14,16
02/11/2020,399,222,177
02/11/2020,104,89,15
03/11/2020,127,93,34
03/11/2020,83,55,28
03/11/2020,30,14,16
03/11/2020,411,215,196
03/11/2020,103,90,13
04/11/2020,127,92,35
04/11/2020,80,52,28
04/11/2020,26,9,17
04/11/2020,413,228,185
04/11/2020,95,84,11
05/11/2020,125,91,34
05/11/2020,80,59,21
05/11/2020,25,9,16
05/11/2020,405,221,184
05/11/2020,92,81,11
06/11/2020,120,84,36
06/11/2020,74,51,23
06/11/2020,25,6,19
06/11/2020,406,232,174
06/11/2020,88,77,11
07/11/2020,121,78,43
07/11/2020,74,48,26
07/11/2020,25,5,20
07/11/2020,372,236,136
07/11/2020,53,45,8
08/11/2020,122,79,43
08/11/2020,84,47,37
08/11/2020,27,9,18
08/11/2020,365,209,156
08/11/2020,55,46,9
09/11/2020,122,84,38
09/11/2020,79,41,38
09/11/2020,29,8,21
09/11/2020,365,196,169
09/11/2020,90,73,17
10/11/2020,121,83,38
10/11/2020,82,42,40
10/11/2020,29,9,20
10/11/2020,374,195,179
10/11/2020,80,67,13
11/11/2020,123,76,47
11/11/2020,85,60,25
11/11/2020,29,8,21
11/11/2020,373,208,165
11/11/2020,85,66,19
12/11/2020,128,81,47
12/11/2020,78,52,26
12/11/2020,30,14,16
12/11/2020,359,199,160
12/11/2020,85,68,17
13/11/2020,120,80,40
13/11/2020,89,52,37
13/11/2020,30,11,19
13/11/2020,360,210,150
13/11/2020,85,67,18
14/11/2020,115,82,33
14/11/2020,86,47,39
14/11/2020,32,12,20
14/11/2020,373,202,171
14/11/2020,89,79,10
15/11/2020,116,79,37
15/11/2020,83,46,37
15/11/2020,35,12,23
15/11/2020,374,192,182
15/11/2020,39,35,4
16/11/2020,116,74,42
16/11/2020,79,40,39
16/11/2020,37,19,18
16/11/2020,396,190,206
16/11/2020,74,61,13
17/11/2020,122,61,61
17/11/2020,78,37,41
17/11/2020,36,18,18
17/11/2020,383,173,210
17/11/2020,101,80,21
18/11/2020,106,66,40
18/11/2020,73,42,31
18/11/2020,37,18,19
18/11/2020,383,178,205
18/11/2020,100,78,22
19/11/2020,115,73,42
19/11/2020,77,50,27
19/11/2020,34,17,17
19/11/2020,384,197,187
19/11/2020,106,77,29
20/11/2020,119,73,46
20/11/2020,85,55,30
20/11/2020,28,18,10
20/11/2020,382,218,164
20/11/2020,105,78,27
21/11/2020,112,70,42
21/11/2020,85,53,32
21/11/2020,22,17,5
21/11/2020,377,241,136
21/11/2020,81,71,10
22/11/2020,116,72,44
22/11/2020,90,46,44
22/11/2020,21,15,6
22/11/2020,390,235,155
22/11/2020,72,68,4
23/11/2020,113,70,43
23/11/2020,93,43,50
23/11/2020,23,16,7
23/11/2020,405,233,172
23/11/2020,100,80,20
24/11/2020,119,74,45
24/11/2020,94,49,45
24/11/2020,25,17,8
24/11/2020,416,222,194
24/11/2020,101,84,17
25/11/2020,129,86,43
25/11/2020,97,55,42
25/11/2020,31,19,12
25/11/2020,426,216,210
25/11/2020,97,85,12
26/11/2020,133,92,41
26/11/2020,94,53,41
26/11/2020,27,11,16
26/11/2020,425,222,203
26/11/2020,102,78,24
27/11/2020,142,86,56
27/11/2020,101,60,41
27/11/2020,25,8,17
27/11/2020,428,235,193
27/11/2020,99,74,25
28/11/2020,134,83,51
28/11/2020,104,66,38
28/11/2020,26,8,18
28/11/2020,415,231,184
28/11/2020,92,68,24
29/11/2020,128,85,43
29/11/2020,103,64,39
29/11/2020,24,14,10
29/11/2020,424,235,189
29/11/2020,73,67,6
30/11/2020,133,84,49
30/11/2020,101,61,40
30/11/2020,29,13,16
30/11/2020,451,243,208
30/11/2020,109,91,18
01/12/2020,120,77,43
01/12/2020,97,54,43
01/12/2020,29,10,19
01/12/2020,462,239,223
01/12/2020,105,81,24
02/12/2020,121,82,39
02/12/2020,101,63,38
02/12/2020,35,19,16
02/12/2020,470,245,225
02/12/2020,96,71,25
03/12/2020,126,81,45
03/12/2020,97,67,30
03/12/2020,40,23,17
03/12/2020,458,250,208
03/12/2020,99,74,25
04/12/2020,137,84,53
04/12/2020,95,62,33
04/12/2020,37,17,20
04/12/2020,452,263,189
04/12/2020,99,75,24
05/12/2020,140,85,55
05/12/2020,103,62,41
05/12/2020,37,17,20
05/12/2020,456,251,205
05/12/2020,71,53,18
06/12/2020,141,89,52
06/12/2020,99,63,36
06/12/2020,39,17,22
06/12/2020,495,264,231
06/12/2020,67,57,10
07/12/2020,136,90,46
07/12/2020,92,56,36
07/12/2020,39,17,22
07/12/2020,496,270,226
07/12/2020,97,68,29
08/12/2020,143,93,50
08/12/2020,105,55,50
08/12/2020,36,19,17
08/12/2020,517,250,267
08/12/2020,104,77,27
09/12/2020,148,91,57
09/12/2020,116,58,58
09/12/2020,38,21,17
09/12/2020,533,309,224
09/12/2020,102,73,29
10/12/2020,156,90,66
10/12/2020,110,76,34
10/12/2020,37,19,18
10/12/2020,540,306,234
10/12/2020,78,65,13
11/12/2020,154,91,63
11/12/2020,110,75,35
11/12/2020,36,21,15
11/12/2020,532,343,189
11/12/2020,98,78,20
12/12/2020,152,94,58
12/12/2020,106,83,23
12/12/2020,38,20,18
12/12/2020,531,324,207
12/12/2020,59,40,19
13/12/2020,151,98,53
13/12/2020,104,74,30
13/12/2020,37,19,18
13/12/2020,514,344,170
13/12/2020,74,61,13
14/12/2020,152,96,56
14/12/2020,107,71,36
14/12/2020,34,18,16
14/12/2020,511,354,157
14/12/2020,104,81,23
15/12/2020,158,96,62
15/12/2020,115,78,37
15/12/2020,34,18,16
15/12/2020,549,357,192
15/12/2020,109,80,29
16/12/2020,158,105,53
16/12/2020,116,74,42
16/12/2020,31,17,14
16/12/2020,551,332,219
16/12/2020,96,77,19
17/12/2020,148,101,47
17/12/2020,119,74,45
17/12/2020,37,25,12
17/12/2020,573,320,253
17/12/2020,96,68,28
18/12/2020,145,94,51
18/12/2020,118,80,38
18/12/2020,39,23,16
18/12/2020,580,285,295
18/12/2020,99,76,23
19/12/2020,143,88,55
19/12/2020,117,81,36
19/12/2020,35,16,19
19/12/2020,553,269,284
19/12/2020,74,65,9
20/12/2020,148,90,58
20/12/2020,123,82,41
20/12/2020,38,17,21
20/12/2020,600,269,331
20/12/2020,73,65,8
21/12/2020,152,91,61
21/12/2020,113,73,40
21/12/2020,38,14,24
21/12/2020,598,315,283
21/12/2020,102,74,28
22/12/2020,161,92,69
22/12/2020,113,73,40
22/12/2020,40,12,28
22/12/2020,614,322,292
22/12/2020,112,100,12
23/12/2020,167,98,69
23/12/2020,109,60,49
23/12/2020,38,9,29
23/12/2020,613,364,249
23/12/2020,113,100,13
24/12/2020,175,109,66
24/12/2020,108,72,36
24/12/2020,44,7,37
24/12/2020,603,348,255
24/12/2020,112,98,14
25/12/2020,180,111,69
25/12/2020,116,67,49
25/12/2020,43,20,23
25/12/2020,610,363,247
25/12/2020,80,76,4
26/12/2020,178,112,66
26/12/2020,113,68,45
26/12/2020,40,20,20
26/12/2020,600,369,231
26/12/2020,106,89,17
27/12/2020,182,113,69
27/12/2020,111,61,50
27/12/2020,44,18,26
27/12/2020,629,380,249
27/12/2020,79,73,6
28/12/2020,187,110,77
28/12/2020,113,60,53
28/12/2020,47,16,31
28/12/2020,682,415,267
28/12/2020,110,90,20
29/12/2020,176,101,75
29/12/2020,113,60,53
29/12/2020,52,30,22
29/12/2020,691,434,257
29/12/2020,127,97,30
30/12/2020,179,109,70
30/12/2020,122,59,63
30/12/2020,54,28,26
30/12/2020,719,415,304
30/12/2020,107,77,30
31/12/2020,167,110,57
31/12/2020,126,82,44
31/12/2020,54,21,33
31/12/2020,723,442,281
31/12/2020,119,89,30
01/01/2021,163,109,54
01/01/2021,123,79,44
01/01/2021,59,20,39
01/01/2021,714,484,230
01/01/2021,0,0,0
02/01/2021,176,109,67
02/01/2021,123,88,35
02/01/2021,54,19,35
02/01/2021,762,484,278
02/01/2021,0,0,0
03/01/2021,180,108,72
03/01/2021,124,80,44
03/01/2021,65,27,38
03/01/2021,822,477,345
03/01/2021,86,69,17
04/01/2021,184,106,78
04/01/2021,120,70,50
04/01/2021,72,27,45
04/01/2021,836,473,363
04/01/2021,132,96,36
05/01/2021,186,101,85
05/01/2021,128,75,53
05/01/2021,80,29,51
05/01/2021,883,518,365
05/01/2021,130,90,40
06/01/2021,199,101,98
06/01/2021,128,82,46
06/01/2021,84,33,51
06/01/2021,888,498,390
06/01/2021,133,106,27
07/01/2021,199,102,97
07/01/2021,137,84,53
07/01/2021,82,26,56
07/01/2021,951,486,465
07/01/2021,118,98,20
08/01/2021,197,102,95
08/01/2021,149,101,48
08/01/2021,82,23,59
08/01/2021,991,524,467
08/01/2021,120,100,20
09/01/2021,222,107,115
09/01/2021,153,101,52
09/01/2021,88,35,53
09/01/2021,989,550,439
09/01/2021,122,101,21
10/01/2021,219,113,106
10/01/2021,162,113,49
10/01/2021,99,34,65
10/01/2021,1020,561,459
10/01/2021,85,74,11
11/01/2021,218,134,85
11/01/2021,169,105,64
11/01/2021,104,48,56
11/01/2021,1024,613,411
11/01/2021,122,100,22
12/01/2021,208,127,81
12/01/2021,165,99,66
12/01/2021,106,56,50
12/01/2021,1057,594,463
12/01/2021,69,57,12
13/01/2021,229,128,101
13/01/2021,169,107,62
13/01/2021,102,56,46
13/01/2021,1072,655,417
13/01/2021,107,82,25
14/01/2021,225,134,91
14/01/2021,179,122,57
14/01/2021,95,56,39
14/01/2021,1093,632,461
14/01/2021,111,89,23
15/01/2021,226,128,98
15/01/2021,197,137,60
15/01/2021,94,50,44
15/01/2021,1100,626,474
15/01/2021,111,87,24
16/01/2021,229,138,91
16/01/2021,197,148,49
16/01/2021,92,40,52
16/01/2021,1124,658,466
16/01/2021,92,78,14
17/01/2021,244,145,99
17/01/2021,207,156,51
17/01/2021,101,47,54
17/01/2021,1153,660,493
17/01/2021,92,78,14
18/01/2021,264,166,98
18/01/2021,216,158,58
18/01/2021,106,55,51
18/01/2021,1140,700,440
18/01/2021,103,84,19
19/01/2021,262,169,93
19/01/2021,214,157,57
19/01/2021,106,37,69
19/01/2021,1213,671,542
19/01/2021,107,85,22
20/01/2021,256,155,101
20/01/2021,222,172,50
20/01/2021,110,37,73
20/01/2021,1177,678,499
20/01/2021,110,90,20
20/01/2021,7,7,0
20/01/2021,21,10,11
21/01/2021,254,158,96
21/01/2021,214,153,61
21/01/2021,108,65,43
21/01/2021,1199,672,527
21/01/2021,108,93,15
21/01/2021,7,7,0
21/01/2021,32,11,9
22/01/2021,256,154,102
22/01/2021,229,180,49
22/01/2021,105,62,43
22/01/2021,1209,647,562
22/01/2021,99,90,9
22/01/2021,6,5,1
22/01/2021,30,14,6
23/01/2021,269,157,112
23/01/2021,235,185,50
23/01/2021,102,62,40
23/01/2021,1246,696,550
23/01/2021,99,84,15
23/01/2021,0,0,0
23/01/2021,0,0,0
23/01/2021,5,3,2
24/01/2021,272,164,108
24/01/2021,233,174,59
24/01/2021,102,46,56
24/01/2021,1257,696,561
24/01/2021,112,98,14
24/01/2021,7,5,2
24/01/2021,0,0,0
24/01/2021,1,0,1
24/01/2021,0,0,0
25/01/2021,277,168,109
25/01/2021,229,173,56
25/01/2021,94,40,54
25/01/2021,1224,665,559
25/01/2021,153,116,37
25/01/2021,7,7,0
25/01/2021,0,0,0
25/01/2021,1,0,1
25/01/2021,0,0,0
26/01/2021,289,174,115
26/01/2021,229,185,44
26/01/2021,93,50,43
26/01/2021,1243,703,540
26/01/2021,101,79,22
26/01/2021,6,5,1
26/01/2021,0,0,0
26/01/2021,0,0,0
26/01/2021,6,4,2
27/01/2021,293,194,99
27/01/2021,226,185,41
27/01/2021,93,42,51
27/01/2021,1226,705,521
27/01/2021,150,113,37
27/01/2021,6,6,0
27/01/2021,0,0,0
27/01/2021,0,0,0
27/01/2021,0,0,0
28/01/2021,289,193,96
28/01/2021,223,177,46
28/01/2021,96,53,43
28/01/2021,1247,719,528
28/01/2021,147,112,35
28/01/2021,6,6,0
28/01/2021,0,0,0
28/01/2021,0,0,0
28/01/2021,5,4,1
29/01/2021,290,180,110
29/01/2021,227,186,41
29/01/2021,97,46,51
29/01/2021,1185,675,510
29/01/2021,130,103,27
29/01/2021,7,7,0
29/01/2021,0,0,0
29/01/2021,0,0,0
29/01/2021,0,0,0
30/01/2021,291,170,121
30/01/2021,217,176,41
30/01/2021,96,60,36
30/01/2021,1170,621,549
30/01/2021,106,86,20
30/01/2021,6,6,0
30/01/2021,0,0,0
30/01/2021,0,0,0
30/01/2021,0,0,0
31/01/2021,295,183,112
31/01/2021,226,165,61
31/01/2021,96,55,41
31/01/2021,1154,581,573
31/01/2021,89,78,11
31/01/2021,0,0,0
31/01/2021,0,0,0
31/01/2021,0,0,0
31/01/2021,0,0,0
01/02/2021,282,181,101
01/02/2021,228,156,72
01/02/2021,96,52,44
01/02/2021,1162,579,583
01/02/2021,92,77,15
01/02/2021,6,6,0
01/02/2021,0,0,0
01/02/2021,1,0,1
01/02/2021,0,0,0
02/02/2021,265,186,79
02/02/2021,226,152,74
02/02/2021,94,57,37
02/02/2021,1146,669,477
02/02/2021,149,113,36
02/02/2021,3,2,1
02/02/2021,0,0,0
02/02/2021,1,0,1
02/02/2021,5,2,3
03/02/2021,266,181,85
03/02/2021,221,164,57
03/02/2021,95,51,44
03/02/2021,1135,678,457
03/02/2021,143,104,39
03/02/2021,4,3,1
03/02/2021,0,0,0
03/02/2021,1,0,1
03/02/2021,4,2,2
04/02/2021,276,174,102
04/02/2021,219,167,52
04/02/2021,85,42,43
04/02/2021,1120,651,469
04/02/2021,138,116,22
04/02/2021,1,0,1
04/02/2021,0,0,0
04/02/2021,0,0,0
04/02/2021,0,0,0
05/02/2021,258,162,96
05/02/2021,212,157,55
05/02/2021,78,58,20
05/02/2021,1080,638,442
05/02/2021,102,81,21
05/02/2021,0,0,0
05/02/2021,0,0,0
05/02/2021,0,0,0
05/02/2021,2,1,1
06/02/2021,256,175,81
06/02/2021,203,159,44
06/02/2021,70,47,23
06/02/2021,1016,550,466
06/02/2021,125,102,23
06/02/2021,0,0,0
06/02/2021,0,0,0
06/02/2021,0,0,0
06/02/2021,0,0,0
07/02/2021,248,173,75
07/02/2021,210,153,57
07/02/2021,69,41,28
07/02/2021,1030,687,343
07/02/2021,87,70,17
07/02/2021,1,1,0
07/02/2021,0,0,0
07/02/2021,0,0,0
07/02/2021,0,0,0
08/02/2021,239,166,73
08/02/2021,205,156,49
08/02/2021,64,52,12
08/02/2021,1002,579,423
08/02/2021,124,107,17
08/02/2021,1,1,0
08/02/2021,0,0,0
08/02/2021,0,0,0
08/02/2021,2,1,1
09/02/2021,227,164,63
09/02/2021,199,159,40
09/02/2021,63,47,16
09/02/2021,969,587,382
09/02/2021,122,111,11
09/02/2021,1,1,0
09/02/2021,0,0,0
09/02/2021,0,0,0
09/02/2021,2,1,1
10/02/2021,215,168,47
10/02/2021,193,149,44
10/02/2021,69,54,15
10/02/2021,932,679,253
10/02/2021,124,115,9
10/02/2021,0,0,0
10/02/2021,0,0,0
10/02/2021,0,0,0
10/02/2021,2,0,2
11/02/2021,199,147,52
11/02/2021,186,144,42
11/02/2021,69,47,22
11/02/2021,896,633,263
11/02/2021,119,105,14
11/02/2021,3,2,1
11/02/2021,0,0,0
11/02/2021,0,0,0
11/02/2021,0,0,0
12/02/2021,194,143,51
12/02/2021,186,138,48
12/02/2021,63,42,21
12/02/2021,843,633,210
12/02/2021,122,112,10
12/02/2021,2,1,1
12/02/2021,0,0,0
12/02/2021,0,0,0
12/02/2021,0,0,0
13/02/2021,173,125,48
13/02/2021,178,135,43
13/02/2021,61,38,23
13/02/2021,812,480,332
13/02/2021,91,80,11
13/02/2021,2,2,0
13/02/2021,0,0,0
13/02/2021,0,0,0
13/02/2021,0,0,0
14/02/2021,181,129,52
14/02/2021,161,129,32
14/02/2021,59,44,15
14/02/2021,790,515,275
14/02/2021,73,66,7
14/02/2021,0,0,0
14/02/2021,0,0,0
14/02/2021,0,0,0
14/02/2021,0,0,0
15/02/2021,163,113,50
15/02/2021,156,123,33
15/02/2021,56,37,19
15/02/2021,776,490,286
15/02/2021,118,107,11
15/02/2021,2,2,0
15/02/2021,0,0,0
15/02/2021,0,0,0
15/02/2021,1,0,1
16/02/2021,158,109,49
16/02/2021,144,105,39
16/02/2021,61,33,28
16/02/2021,758,484,274
16/02/2021,96,84,12
16/02/2021,2,2,0
16/02/2021,0,0,0
16/02/2021,0,0,0
16/02/2021,0,0,0
17/02/2021,157,104,53
17/02/2021,140,110,30
17/02/2021,55,34,21
17/02/2021,708,473,235
17/02/2021,116,101,15
17/02/2021,1,1,0
17/02/2021,0,0,0
17/02/2021,0,0,0
17/02/2021,0,0,0
18/02/2021,154,108,46
18/02/2021,132,111,21
18/02/2021,50,35,15
18/02/2021,653,463,190
18/02/2021,105,94,11
18/02/2021,0,0,0
18/02/2021,0,0,0
18/02/2021,0,0,0
18/02/2021,0,0,0
19/02/2021,152,105,47
19/02/2021,124,97,27
19/02/2021,46,36,10
19/02/2021,631,439,192
19/02/2021,109,99,10
19/02/2021,0,0,0
19/02/2021,0,0,0
19/02/2021,0,0,0
19/02/2021,0,0,0
20/02/2021,126,86,40
20/02/2021,123,94,29
20/02/2021,40,32,8
20/02/2021,586,323,263
20/02/2021,102,92,10
20/02/2021,1,1,0
20/02/2021,0,0,0
20/02/2021,1,0,1
20/02/2021,0,0,0
21/02/2021,122,79,43
21/02/2021,120,86,34
21/02/2021,39,29,10
21/02/2021,602,361,241
21/02/2021,58,52,6
21/02/2021,2,2,0
21/02/2021,0,0,0
21/02/2021,1,0,1
21/02/2021,0,0,0
22/02/2021,125,83,42
22/02/2021,122,87,35
22/02/2021,36,27,9
22/02/2021,590,344,246
22/02/2021,104,91,13
22/02/2021,1,1,0
22/02/2021,0,0,0
22/02/2021,0,0,0
22/02/2021,0,0,0
23/02/2021,122,73,49
23/02/2021,108,80,28
23/02/2021,35,27,8
23/02/2021,535,334,201
23/02/2021,108,94,14
23/02/2021,0,0,0
23/02/2021,0,0,0
23/02/2021,0,0,0
23/02/2021,0,0,0
24/02/2021,123,78,45
24/02/2021,100,72,28
24/02/2021,35,24,11
24/02/2021,525,341,184
24/02/2021,103,92,11
24/02/2021,0,0,0
24/02/2021,0,0,0
24/02/2021,0,0,0
24/02/2021,0,0,0
25/02/2021,108,81,27
25/02/2021,104,72,32
25/02/2021,37,20,17
25/02/2021,503,349,154
25/02/2021,104,92,12
25/02/2021,0,0,0
25/02/2021,0,0,0
25/02/2021,0,0,0
25/02/2021,0,0,0
26/02/2021,102,75,27
26/02/2021,85,59,26
26/02/2021,29,20,9
26/02/2021,485,323,162
26/02/2021,93,85,8
26/02/2021,0,0,0
26/02/2021,0,0,0
26/02/2021,0,0,0
26/02/2021,0,0,0
27/02/2021,97,71,26
27/02/2021,87,65,22
27/02/2021,28,18,10
27/02/2021,477,323,154
27/02/2021,63,58,5
27/02/2021,1,1,0
27/02/2021,0,0,0
27/02/2021,0,0,0
27/02/2021,0,0,0
28/02/2021,92,71,21
28/02/2021,84,62,22
28/02/2021,24,18,6
28/02/2021,464,245,219
28/02/2021,62,55,7
28/02/2021,1,1,0
28/02/2021,0,0,0
28/02/2021,0,0,0
28/02/2021,0,0,0
01/03/2021,91,63,28
01/03/2021,87,60,27
01/03/2021,27,18,9
01/03/2021,460,270,190
01/03/2021,96,83,13
01/03/2021,1,1,0
01/03/2021,0,0,0
01/03/2021,0,0,0
01/03/2021,0,0,0
02/03/2021,88,56,32
02/03/2021,89,61,28
02/03/2021,28,16,12
02/03/2021,446,249,197
02/03/2021,81,72,9
02/03/2021,0,0,0
02/03/2021,0,0,0
02/03/2021,0,0,0
02/03/2021,0,0,0
03/03/2021,97,65,32
03/03/2021,86,69,17
03/03/2021,30,18,12
03/03/2021,468,230,238
03/03/2021,74,66,8
03/03/2021,0,0,0
03/03/2021,0,0,0
03/03/2021,0,0,0
03/03/2021,0,0,0
04/03/2021,105,70,35
04/03/2021,88,69,19
04/03/2021,28,16,12
04/03/2021,481,253,228
04/03/2021,70,60,10
04/03/2021,0,0,0
04/03/2021,0,0,0
04/03/2021,0,0,0
04/03/2021,0,0,0
05/03/2021,108,77,31
05/03/2021,87,70,17
05/03/2021,24,12,12
05/03/2021,422,268,154
05/03/2021,77,70,7
05/03/2021,1,0,1
05/03/2021,0,0,0
05/03/2021,0,0,0
05/03/2021,0,0,0
06/03/2021,106,73,33
06/03/2021,81,67,14
06/03/2021,21,11,10
06/03/2021,410,264,146
06/03/2021,69,59,10
06/03/2021,0,0,0
06/03/2021,0,0,0
06/03/2021,0,0,0
06/03/2021,0,0,0
07/03/2021,120,83,37
07/03/2021,78,60,18
07/03/2021,21,9,12
07/03/2021,410,265,145
07/03/2021,47,42,5
07/03/2021,0,0,0
07/03/2021,0,0,0
07/03/2021,0,0,0
07/03/2021,0,0,0
08/03/2021,112,74,38
08/03/2021,69,43,26
08/03/2021,17,7,10
08/03/2021,394,258,136
08/03/2021,79,65,14
08/03/2021,1,1,0
08/03/2021,0,0,0
08/03/2021,0,0,0
08/03/2021,0,0,0
09/03/2021,105,63,42
09/03/2021,69,46,23
09/03/2021,16,7,9
09/03/2021,389,241,148
09/03/2021,80,72,8
09/03/2021,1,1,0
09/03/2021,0,0,0
09/03/2021,0,0,0
09/03/2021,1,0,1
10/03/2021,105,63,42
10/03/2021,67,45,22
10/03/2021,18,8,10
10/03/2021,382,251,131
10/03/2021,69,59,10
10/03/2021,0,0,0
10/03/2021,0,0,0
10/03/2021,0,0,0
10/03/2021,0,0,0
11/03/2021,89,61,28
11/03/2021,65,43,22
11/03/2021,15,7,8
11/03/2021,354,218,136
11/03/2021,73,60,13
11/03/2021,0,0,0
11/03/2021,0,0,0
11/03/2021,0,0,0
11/03/2021,0,0,0
12/03/2021,85,69,16
12/03/2021,62,41,21
12/03/2021,15,6,9
12/03/2021,317,202,115
12/03/2021,70,59,11
12/03/2021,0,0,0
12/03/2021,0,0,0
12/03/2021,0,0,0
12/03/2021,0,0,0
13/03/2021,83,61,22
13/03/2021,53,44,9
13/03/2021,16,8,8
13/03/2021,300,196,104
13/03/2021,48,42,6
13/03/2021,0,0,0
13/03/2021,0,0,0
13/03/2021,0,0,0
13/03/2021,0,0,0
14/03/2021,79,55,24
14/03/2021,54,42,12
14/03/2021,17,8,9
14/03/2021,316,194,122
14/03/2021,43,40,3
14/03/2021,0,0,0
14/03/2021,0,0,0
14/03/2021,0,0,0
14/03/2021,0,0,0
15/03/2021,73,51,22
15/03/2021,47,35,12
15/03/2021,18,8,10
15/03/2021,301,210,91
15/03/2021,47,42,5
15/03/2021,0,0,0
15/03/2021,0,0,0
15/03/2021,0,0,0
15/03/2021,0,0,0
16/03/2021,67,45,22
16/03/2021,46,32,14
16/03/2021,16,8,8
16/03/2021,324,210,114
16/03/2021,45,42,3
16/03/2021,0,0,0
16/03/2021,0,0,0
16/03/2021,0,0,0
16/03/2021,0,0,0
17/03/2021,61,40,21
17/03/2021,44,31,13
17/03/2021,18,8,10
17/03/2021,323,212,111
17/03/2021,68,62,6
17/03/2021,0,0,0
17/03/2021,0,0,0
17/03/2021,0,0,0
17/03/2021,0,0,0
18/03/2021,62,40,22
18/03/2021,41,34,7
18/03/2021,21,10,11
18/03/2021,314,176,138
18/03/2021,66,62,4
18/03/2021,0,0,0
18/03/2021,0,0,0
18/03/2021,0,0,0
18/03/2021,0,0,0
19/03/2021,53,31,22
19/03/2021,42,34,8
19/03/2021,20,14,6
19/03/2021,298,158,140
19/03/2021,65,60,5
19/03/2021,0,0,0
19/03/2021,0,0,0
19/03/2021,0,0,0
19/03/2021,0,0,0
20/03/2021,54,34,20
20/03/2021,40,34,6
20/03/2021,19,13,6
20/03/2021,282,153,129
20/03/2021,38,35,3
20/03/2021,0,0,0
20/03/2021,0,0,0
20/03/2021,0,0,0
20/03/2021,0,0,0
21/03/2021,50,30,20
21/03/2021,43,34,9
21/03/2021,18,11,7
21/03/2021,274,151,123
21/03/2021,32,31,1
21/03/2021,0,0,0
21/03/2021,0,0,0
21/03/2021,0,0,0
21/03/2021,0,0,0
22/03/2021,49,29,20
22/03/2021,40,33,7
22/03/2021,21,11,10
22/03/2021,276,148,128
22/03/2021,55,48,8
22/03/2021,0,0,0
22/03/2021,0,0,0
22/03/2021,0,0,0
22/03/2021,0,0,0
23/03/2021,46,28,18
23/03/2021,44,32,12
23/03/2021,19,9,10
23/03/2021,280,146,134
23/03/2021,31,29,2
23/03/2021,0,0,0
23/03/2021,0,0,0
23/03/2021,0,0,0
23/03/2021,0,0,0
24/03/2021,44,28,16
24/03/2021,38,28,10
24/03/2021,17,12,5
24/03/2021,276,141,135
24/03/2021,63,53,10
24/03/2021,0,0,0
24/03/2021,0,0,0
24/03/2021,0,0,0
24/03/2021,0,0,0
25/03/2021,43,31,12
25/03/2021,35,25,10
25/03/2021,16,11,5
25/03/2021,273,130,143
25/03/2021,49,43,6
25/03/2021,0,0,0
25/03/2021,0,0,0
25/03/2021,0,0,0
25/03/2021,0,0,0
26/03/2021,47,32,15
26/03/2021,32,23,9
26/03/2021,20,14,6
26/03/2021,275,131,144
26/03/2021,32,31,1
26/03/2021,0,0,0
26/03/2021,0,0,0
26/03/2021,0,0,0
26/03/2021,0,0,0
27/03/2021,50,34,16
27/03/2021,36,24,12
27/03/2021,17,8,9
27/03/2021,255,128,127
27/03/2021,32,31,1
27/03/2021,0,0,0
27/03/2021,0,0,0
27/03/2021,0,0,0
27/03/2021,0,0,0
28/03/2021,45,32,13
28/03/2021,34,22,12
28/03/2021,14,7,7
28/03/2021,244,120,124
28/03/2021,21,21,0
28/03/2021,0,0,0
28/03/2021,0,0,0
28/03/2021,0,0,0
28/03/2021,0,0,0
29/03/2021,49,32,17
29/03/2021,38,23,15
29/03/2021,13,6,7
29/03/2021,240,113,127
29/03/2021,43,39,4
29/03/2021,0,0,0
29/03/2021,0,0,0
29/03/2021,0,0,0
29/03/2021,0,0,0
30/03/2021,49,27,22
30/03/2021,38,23,15
30/03/2021,12,5,7
30/03/2021,228,114,114
30/03/2021,44,38,6
30/03/2021,0,0,0
